SP567545,52.186277,-1.171327,585,420
SK5624043540,52.986245,-1.163701,601,422
SK679153,52.73152,-0.995167,596,424
SK038041,52.635078,-1.944539,595,412
SP007801,52.419334,-1.990391,591,411
SK066666,53.196879,-1.901908,606,414
SK281768,53.287863,-1.579192,608,418
SJ878321,52.886657,-2.182004,601,410
SK608791,53.305797,-1.088289,607,424
SP543965,52.564065,-1.199634,593,421
SO338872,52.47914,-2.975413,594,399
SU311090,50.880106,-1.558591,559,412
TL352139,51.807828,-0.03963,576,433
TQ334284,51.039914,-0.097897,560,431
TL232036,51.718037,-0.217242,574,431
TQ113441,51.185738,-0.408138,564,427
TL223709,52.323011,-0.206231,586,433
SU952291,51.053802,-0.642384,562,424
TL410054,51.730021,0.040992,574,434
TL476048,51.722932,0.136235,574,435
ST696353,51.116625,-2.434971,566,402
SX434708,50.516447,-4.209541,557,378
TF552586,53.102452,0.317508,601,441
TQ464125,50.893868,0.081008,557,433
TL309048,51.727077,-0.10539,574,433
NY219412,54.760082,-3.214413,640,403
SX794722,50.53756,-3.702476,556,384
SD911231,53.70469,-2.135531,617,413
TL923487,52.103622,0.807145,581,445
NU092331,55.591879,-1.854785,654,421
SE888685,54.105159,-0.642597,623,431
TL416163,51.827809,0.054118,576,435
SO898112,51.799795,-2.148586,579,407
ST726108,50.896473,-2.390258,561,402
SW546358,50.171774,-5.437334,553,361
TA107800,54.204227,-0.30358,624,436
SE483107,53.591095,-1.271011,613,423
SP644847,52.456899,-1.052938,590,423
TR182447,51.160348,1.119955,561,447
TL779243,51.889291,0.584473,577,441
SK013466,53.017139,-1.981319,603,413
SK303840,53.352459,-1.545506,609,419
TR021434,51.154584,0.889296,561,444
SO368365,52.023749,-2.92175,585,398
ST064291,51.054044,-3.336105,566,390
TF342851,53.346199,0.015208,607,437
TA163556,53.983799,-0.227143,620,436
SU327655,51.388049,-1.53073,569,414
SD936461,53.911448,-2.098144,621,414
TL357323,51.97304,-0.025147,579,434
SO578068,51.758734,-2.612081,579,401
ST232097,50.882121,-3.092361,562,393
SX058543,50.356962,-4.730773,555,370
SP681703,52.327013,-1.00142,588,423
SP775547,52.185547,-0.867095,585,424
ST578043,50.837132,-2.59994,560,399
SE232537,53.979278,-1.646973,622,419
TR105440,51.156945,1.009589,561,445
SJ615135,52.718219,-2.570654,598,405
SJ897781,53.300189,-2.155251,609,411
ST889187,50.968057,-2.158729,562,405
TL642551,52.170162,0.400362,582,440
TL083494,52.132732,-0.418436,583,429
NT913232,55.502931,-2.138485,653,418
SS340031,50.804076,-4.356504,563,377
TR209686,51.373888,1.173263,565,448
SK807246,52.813347,-0.803365,597,426
SX289605,50.419841,-4.409173,556,375
SS770391,51.138375,-3.758795,569,385
TQ216222,50.986805,-0.268198,560,429
SE975210,53.676809,-0.524692,614,432
ST956298,51.067961,-2.063451,564,406
SK173234,52.808314,-1.74405,598,415
SX584549,50.377366,-3.992093,554,380
TQ147999,51.686586,-0.341445,574,429
TF090505,53.041102,-0.374951,601,432
SU739719,51.44172,-0.937391,570,421
TL865293,51.931385,0.712001,577,443
SX422898,50.686858,-4.234529,560,378
TL631221,51.874052,0.368575,577,439
TL540550,52.172202,0.251294,583,438
SX096901,50.679797,-4.695684,561,372
TQ547551,51.274484,0.217164,565,435
SP031717,52.343809,-1.955178,589,411
TF069064,52.645246,-0.420704,593,431
SU622233,51.006173,-1.114132,561,418
SK307809,53.324572,-1.539797,608,419
ST645417,51.173877,-2.508462,567,401
TL988043,51.702642,0.87633,572,445
SK997702,53.219937,-0.507486,605,431
SS874417,51.163886,-3.611019,569,387
SP300871,52.481443,-1.558947,592,416
SU600818,51.532367,-1.135676,572,419
SE308423,53.876425,-1.532241,620,420
SW450313,50.127328,-5.568494,552,359
TQ001517,51.256125,-0.566214,565,426
SP948847,52.452473,-0.605675,589,428
SU858719,51.440044,-0.766213,569,424
ST899886,51.596598,-2.146477,575,407
ST429716,51.440951,-2.8222,573,398
SX044581,50.390633,-4.752406,556,370
SW684426,50.238386,-5.248557,554,363
SO681999,52.596394,-2.471631,595,406
SE457967,54.364209,-1.297407,629,424
SJ552511,53.055708,-2.6691,605,404
SY114955,50.752768,-3.256625,560,390
SK834146,52.723063,-0.765859,595,427
SD932982,54.379686,-2.105419,630,415
SO966779,52.399545,-2.050654,591,410
SU343929,51.63431,-1.505077,574,415
TQ531570,51.291987,0.195058,565,435
ST484297,51.064754,-2.737025,565,398
SE001544,53.986087,-1.999194,622,415
TQ598687,51.395266,0.296316,567,437
TL271993,52.5771,-0.125035,591,434
TQ466585,51.307175,0.102521,566,434
NY673144,54.524262,-2.505948,634,411
ST711273,51.044768,-2.4129,564,402
SJ780046,52.639137,-2.325793,596,407
TQ234737,51.449283,-0.224851,569,430
SK005154,52.736673,-1.993285,597,412
SK284402,52.958861,-1.577925,601,417
SJ431758,53.276556,-2.854006,610,403
SD669002,53.497891,-2.499671,613,408
SK068794,53.311933,-1.898644,609,414
SU222990,51.689762,-1.679516,576,413
SU951157,50.933357,-0.647317,559,424
TQ978694,51.389586,0.842268,566,444
NY083153,54.525099,-3.417569,636,400
TQ662043,50.814838,0.358583,555,436
SX180567,50.382424,-4.56061,555,373
TF151903,53.397417,-0.269659,608,434
TF258827,53.326702,-0.11185,606,436
TM124276,51.906849,1.087118,576,448
SU468739,51.462587,-1.327004,571,417
TQ130983,51.67255,-0.366544,574,429
NZ052937,55.237908,-1.918977,648,419
SO881582,52.222319,-2.17488,587,408
NY657958,55.255608,-2.540374,649,412
NY757386,54.742208,-2.378185,638,413
SZ490806,50.623497,-1.307947,554,415
SO607872,52.481743,-2.579368,593,404
NZ808142,54.517093,-0.752561,631,431
SZ921989,50.78281,-0.694221,556,423
SO203813,52.424304,-3.172736,593,396
